AIRLINE,ORIGIN AIRPORT,DESTINATION AIRPORT,DEPARTURE_DELAY,ARRIVAL_DELAY,CANCELlATION
AA,DFW,SFO,306,285,0
AA,LAX,ORD,4,9,0
AA,FLL,ORD,-1,-11,0
AA,DFW,SJC,2,-25,0
AA,DFW,LAS,61,33,0
AS,ONT,SEA,-17,-19,0
AS,PDX,ORD,5,-18,0
AS,PDX,LIH,0,10,0
AS,SEA,MSP,6,-19,0
AS,JNU,SIT,-11,-15,0
B6,BWI,BOS,-2,-9,0
DL,ATL,BUF,-4,-16,0
DL,LAX,MCO,1,5,0
DL,MSP,DTW,-1,-20,0
DL,ATL,MDW,-1,-16,0
DL,VPS,ATL,-6,-12,0
DL,ATL,TPA,-3,-11,0
DL,ATL,ORF,-1,-15,0
DL,ATL,HSV,3,-11,0
DL,LAX,SLC,-4,4,0
DL,DTW,BWI,1,-20,0
EV,SLC,IAH,50,37,0
EV,IAH,IND,-4,-12,0
EV,EVV,DTW,172,159,0
EV,DTW,ERI,2,14,0
EV,ATL,CSG,71,68,0
EV,ATL,GSP,28,33,0
F9,MSP,DEN,1,0,0
F9,DEN,AUS,1,1,0
F9,MCO,CVG,8,7,0
MQ,HSV,DFW,3,33,0
MQ,FSM,DFW,10,7,0
MQ,ORD,GRB,120,120,0
MQ,ORD,ELP,116,99,0
MQ,RDU,JFK,-200,-200,1
OO,MKE,ORD,56,53,0
OO,ORD,CMX,-200,-200,1
EV,ORD,MCI,48,50,0
OO,LAX,SAF,6,37,0
OO,IAH,MSY,-7,,0
OO,SMF,SFO,-200,-200,1
OO,PSP,PHX,-5,10,0
UA,IAH,FLL,5,-4,0
UA,IAH,SAT,11,-1,0
UA,LAX,EWR,1,2,0
B6,RSW,JFK,15,-4,0
DL,ATL,MCI,1,-6,0
DL,ATL,HOU,0,-6,0
DL,ATL,CLE,-3,-12,0
EV,IAH,AEX,-3,3,0
EV,ATL,CHO,55,59,0
EV,ATL,GRK,-3,-5,0
EV,LNK,ORD,67,64,0
DL,LIT,ATL,-3,-13,0
EV,SGF,ATL,58,48,0
OO,SBA,SFO,68,59,0
OO,FSD,ORD,367,388,0
UA,IAH,PHL,6,-7,0
EV,ATL,MLU,-7,-11,0
EV,ATL,ABY,-4,-4,0
NK,FLL,SJU,28,26,0
UA,IAH,SJU,2,-1,0
AA,EWR,PHX,19,15,0
B6,HPN,MCO,-1,12,0
DL,ATL,OKC,-1,-6,0
UA,EWR,IAH,5,30,0
UA,CLE,ORD,13,12,0
UA,SFO,EWR,-4,-39,0
UA,EWR,ORD,22,34,0
UA,DEN,LAX,45,25,0
UA,EWR,EGE,14,8,0
UA,EWR,SFO,14,0,0
UA,IAH,EWR,2,-15,0
US,MCO,CLT,6,-5,0
US,BOS,PHL,-6,-1,0
US,PIT,CLT,-6,-3,0
US,EWR,CLT,-8,9,0
US,BWI,CLT,3,2,0
US,DCA,BOS,-8,-5,0
VX,EWR,SFO,0,1,0
VX,JFK,SFO,17,14,0
WN,ATL,CAK,13,-4,0
WN,ATL,CMH,8,-5,0
WN,ATL,PBI,0,-7,0
WN,ATL,RIC,11,-3,0
WN,ATL,SJU,16,36,0
WN,HOU,SAT,-1,-7,0
WN,JAX,ATL,-4,-8,0
WN,LAX,SJC,9,2,0
WN,MDW,MHT,31,26,0
WN,BNA,CLE,-7,-10,0
WN,BNA,CMH,-3,-5,0
WN,BNA,DTW,1,11,0
WN,BNA,MDW,-4,-3,0
WN,BNA,RDU,11,2,0
WN,SAN,TUS,-2,6,0
WN,LGA,CAK,34,38,0
WN,MAF,LAS,-1,-17,0
WN,MDW,BUF,8,7,0
WN,TPA,RDU,-5,-18,0
AA,DFW,OGG,-5,-30,0
AA,DFW,DTW,11,44,0
AA,SFO,ORD,17,17,0
AA,JFK,SFO,-6,6,0
AA,LAX,HNL,0,-16,0
AA,DFW,IAH,15,8,0
AA,MSY,DFW,-200,-200,1
AA,LAX,DFW,146,150,0
AS,LAX,SEA,1,5,0
AS,SEA,PHX,37,25,0
AS,SEA,IAH,0,1,0
B6,JFK,BOS,-5,11,0
B6,SFO,BOS,2,-6,0
DL,JFK,BOS,11,9,0
DL,MCO,ATL,2,-2,0
DL,EWR,ATL,-1,-21,0
DL,BOS,DTW,-5,-10,0
EV,SJT,DFW,-200,-200,1
EV,IAH,DAL,-7,-14,0
EV,EWR,IND,19,34,0
EV,ATL,AVL,21,10,0
MQ,IND,ORD,-200,-200,1
MQ,XNA,ORD,73,87,0
OO,SEA,LAS,14,17,0
OO,LAX,SJC,-2,-15,0
OO,MBS,DTW,-7,1,0
OO,PHX,SFO,-5,-15,0
OO,IAH,BZN,31,57,0
UA,DEN,MCO,12,16,0
EV,IAH,GPT,-7,-12,0
EV,ATL,DHN,-5,-15,0
EV,ROC,EWR,7,-15,0
NK,DFW,TPA,39,36,0
UA,LAX,JFK,-5,4,0
EV,ORD,IND,41,32,0
EV,XNA,IAH,32,35,0
HA,LIH,OGG,-5,-2,0
DL,ATL,SDF,-5,5,0
EV,IAH,DFW,-5,-11,0
EV,LFT,IAH,-10,-17,0
HA,ITO,HNL,-4,4,0
DL,SAN,SLC,-5,-10,0
EV,IND,EWR,-2,-14,0
EV,ATL,FAY,164,155,0
F9,SLC,DEN,-200,-200,1
OO,SLC,ABQ,-5,-6,0
VX,SFO,AUS,23,28,0
WN,ATL,LGA,50,26,0
WN,FLL,ISP,52,38,0
WN,HOU,MAF,12,19,0
WN,LAS,SFO,9,1,0
WN,LAS,SMF,-1,-14,0
WN,MDW,ICT,38,28,0
WN,MEM,MCO,9,6,0
WN,MKE,MCI,8,3,0
WN,MSY,MDW,46,45,0
WN,BNA,SAN,-1,-26,0
WN,BOS,BWI,-5,-7,0
WN,CLT,HOU,21,15,0
WN,DCA,HOU,-1,19,0
WN,PHX,ABQ,5,14,0
WN,PHX,MKE,5,26,0
WN,RDU,BWI,-3,-16,0
WN,SAN,ABQ,0,10,0
WN,SAN,SMF,6,0,0
WN,SJC,SNA,-2,-5,0
WN,SLC,DEN,9,1,0
WN,TPA,PHL,25,17,0
AA,DFW,ONT,41,19,0
AA,STL,DFW,-6,-10,0
AA,LAX,CMH,-8,-10,0
AA,CLT,DFW,-10,-17,0
AA,ORD,RSW,23,34,0
AA,ORD,SFO,412,405,0
AA,DFW,LAX,22,11,0
AS,ANC,SEA,-2,2,0
B6,FLL,BDL,3,-16,0
B6,FLL,SJU,-8,-2,0
DL,LGA,PBI,-3,-40,0
DL,ATL,MKE,0,-9,0
DL,MSP,CLT,12,-11,0
DL,ORD,DTW,-5,-13,0
EV,ORD,BTV,4,-10,0
EV,TRI,ATL,-9,-18,0
F9,IAD,DTW,-5,-4,0
F9,RSW,CLE,88,99,0
F9,PHX,ORD,102,112,0
F9,FAT,DEN,39,39,0
F9,DEN,IAH,-2,-5,0
MQ,DFW,PNS,6,0,0
MQ,ORD,BNA,136,148,0
MQ,ORD,ABQ,137,126,0
MQ,BUF,ORD,36,58,0
MQ,ORD,CMI,159,156,0
MQ,SGF,DFW,0,9,0
OO,CEC,SFO,78,62,0
OO,DTW,SBN,-5,-11,0
UA,MCO,IAH,-3,-14,0
EV,EWR,STL,24,26,0
EV,ATL,EVV,-1,-2,0
MQ,PNS,MIA,-8,-12,0
OO,DFW,IAH,-6,-20,0
EV,ORD,SDF,-4,55,0
EV,AMA,IAH,81,81,0
EV,GSO,ATL,-2,-19,0
B6,CHS,JFK,13,6,0
EV,IAH,CLE,13,-4,0
OO,SJC,LAX,-4,6,0
UA,SFO,IAD,8,-2,0
UA,LAX,HNL,1,-9,0
UA,SFO,DFW,-4,-10,0
UA,BOS,SFO,6,-14,0
US,ATL,CLT,-4,-5,0
US,ORD,CLT,4,3,0
VX,LAX,JFK,0,5,0
WN,FLL,ATL,-3,-11,0
WN,HOU,CRP,2,2,0
WN,LAS,ICT,45,47,0
WN,LAS,MAF,23,36,0
WN,OAK,BUR,1,-10,0
WN,OAK,LAX,0,-1,0
WN,OAK,ONT,-4,-14,0
WN,OAK,SAN,1,2,0
WN,OAK,SNA,0,-4,0
WN,DAL,SNA,12,-12,0
WN,DEN,LGA,137,133,0
WN,DEN,TPA,40,33,0
WN,OKC,LAS,6,-19,0
WN,OMA,STL,40,56,0
WN,ONT,PHX,1,8,0
WN,PHX,MDW,4,13,0
WN,MCI,DAL,16,12,0
WN,MCO,ALB,-3,-15,0
WN,MCO,ATL,23,18,0
WN,MCO,FNT,59,65,0
WN,MCO,MHT,-5,-23,0
WN,SJC,SAN,-4,-6,0
WN,SLC,PHX,44,38,0
AA,ORD,LGA,51,40,0
AA,DFW,AUS,0,-4,0
AA,ORD,RDU,9,4,0
AS,LAS,PDX,-9,-8,0
AS,SLC,SEA,-9,5,0
AS,SEA,MSY,-3,-39,0
AS,SEA,ABQ,-6,-23,0
B6,MCO,BOS,0,-9,0
DL,CLT,ATL,-1,-20,0
EV,MLI,DFW,35,26,0
EV,CRP,DFW,36,27,0
EV,ELP,IAH,-1,4,0
EV,TLH,ATL,-3,0,0
EV,FAR,ORD,88,83,0
MQ,AEX,DFW,24,9,0
MQ,LIT,ORD,42,82,0
MQ,DFW,GJT,45,31,0
MQ,DFW,LBB,12,20,0
MQ,DFW,ABI,21,38,0
MQ,EYW,MIA,-3,-4,0
MQ,DFW,SJT,-3,13,0
NK,TPA,DTW,14,9,0
OO,SFO,SBA,-200,-200,1
OO,SFO,MCI,12,22,0
OO,SFO,FAT,178,175,0
OO,ORD,MKE,46,45,0
OO,SEA,OMA,23,6,0
OO,DEN,SGF,-1,-7,0
OO,DTW,ORD,18,11,0
OO,SFO,SNA,98,96,0
OO,SFO,BOI,3,9,0
OO,LAX,SAN,11,8,0
OO,DEN,GTF,31,51,0
OO,SFO,EUG,15,42,0
UA,DEN,TPA,19,9,0
UA,MIA,EWR,14,-8,0
DL,RSW,ATL,-8,-22,0
DL,ATL,MSP,18,8,0
EV,LIT,ORD,16,17,0
HA,OGG,HNL,-6,-7,0
OO,ONT,SFO,-8,-29,0
OO,ASE,DEN,9,26,0
OO,MFR,SFO,-9,-34,0
B6,LGA,FLL,14,20,0
DL,AUS,ATL,-3,-18,0
EV,FNT,ORD,0,8,0
NK,MCO,ACY,1,-11,0
OO,TUS,DEN,115,121,0
UA,SFO,ORD,-1,-14,0
EV,PIA,DTW,13,-3,0
EV,CAK,ORD,85,85,0
F9,DEN,CLE,35,45,0
OO,TVC,ORD,213,214,0
OO,PHX,SEA,1,-7,0
EV,IAH,SAV,20,0,0
EV,XNA,ORD,1,5,0
EV,IND,ORD,118,115,0
NK,ORD,ATL,78,77,0
UA,SFO,LAS,25,26,0
UA,SFO,STL,-2,3,0
UA,ORD,IAH,6,-7,0
UA,SFO,MSP,72,59,0
US,PHX,SMF,20,13,0
US,PHX,BOI,8,17,0
US,JAX,PHL,7,-4,0
VX,DAL,LGA,94,91,0
WN,LAS,BWI,12,6,0
WN,LAS,LAX,7,17,0
WN,LAS,SEA,9,7,0
WN,MDW,LAX,11,-14,0
WN,MKE,SFO,-2,-12,0
WN,OAK,MCI,243,291,0
WN,AUS,SAN,8,12,0
WN,CAK,DEN,-2,9,0
WN,DCA,IND,-9,-1,0
WN,PHL,BNA,-6,10,0
WN,RSW,IND,16,16,0
WN,SEA,SAN,15,-4,0
WN,MDW,ATL,22,20,0
WN,SMF,PDX,-7,-11,0
WN,SMF,SNA,0,-7,0
WN,TPA,CAK,12,10,0
WN,TPA,CMH,13,11,0
AA,DFW,TUL,132,140,0
AA,DEN,DFW,29,29,0
AA,ORD,SJC,11,6,0
AA,SAT,DFW,-6,-12,0
AA,DFW,ABQ,-6,8,0
AA,ATL,DFW,30,20,0
AA,TPA,DFW,1,20,0
B6,PBI,LGA,70,56,0
AA,PHX,DFW,-3,1,0
DL,BNA,ATL,0,-17,0
DL,RSW,CVG,2,-9,0
DL,TPA,ATL,-1,-12,0
DL,DEN,ATL,6,-9,0
DL,DFW,ATL,5,-8,0
DL,ATL,LGA,2,-16,0
AA,TUL,DFW,-6,-15,0
EV,OMA,ORD,32,37,0
MQ,MKE,DFW,18,-2,0
MQ,DTW,ORD,424,511,0
MQ,ORD,OKC,113,120,0
MQ,GRK,DFW,-5,3,0
MQ,BHM,DFW,57,59,0
NK,LAX,ORD,254,369,0
OO,ACV,SFO,-10,-20,0
OO,DEN,ICT,0,39,0
OO,SFO,OKC,-3,-1,0
OO,SFO,RNO,21,44,0
UA,FLL,CLE,-3,-14,0
B6,BOS,SEA,85,,0
EV,EWR,SAV,136,142,0
OO,SFO,TUS,82,81,0
B6,CLT,JFK,17,7,0
DL,MEM,ATL,-1,-17,0
EV,RIC,IAD,-9,-14,0
EV,HRL,IAH,0,8,0
NK,BOS,RSW,10,39,0
EV,DAL,IAH,6,-2,0
OO,LAS,SFO,-3,-9,0
UA,CLE,MCO,1,-17,0
HA,LIH,HNL,-6,-5,0
OO,SFO,ONT,-11,-14,0
EV,ATL,IAH,20,16,0
B6,JAX,BOS,95,83,0
DL,ATL,JAN,-1,-19,0
DL,MCO,LGA,0,-16,0
DL,ATL,VPS,-4,3,0
DL,ATL,CHS,0,-6,0
EV,CHS,EWR,29,13,0
OO,ATL,CID,190,197,0
OO,DLH,ORD,24,14,0
UA,RSW,CLE,18,2,0
US,PHX,SJC,2,-9,0
US,PHX,OAK,-1,-15,0
US,PHX,RNO,12,4,0
US,DCA,CLT,-8,-7,0
VX,LAX,IAD,0,12,0
WN,ATL,PHX,10,-7,0
WN,DTW,MDW,8,28,0
WN,FLL,IND,21,10,0
WN,FLL,SJU,33,25,0
WN,LAX,OAK,1,-11,0
WN,MSP,MCI,7,-12,0
WN,BWI,GRR,0,-1,0
WN,CHS,HOU,5,14,0
WN,DEN,PHL,2,-10,0
WN,DEN,SAT,7,0,0
WN,PDX,SMF,30,30,0
WN,PHX,LAS,21,17,0
WN,SDF,TPA,0,0,0
WN,MCO,CAK,39,32,0
WN,SLC,LAX,2,-10,0
AA,SFO,DFW,6,16,0
AA,ORD,DEN,64,79,0
AA,ORD,AUS,-200,-200,1
AA,DFW,TUS,22,3,0
AA,DFW,MSP,12,5,0
AA,ORD,MCO,4,-1,0
AA,DFW,SEA,9,15,0
AA,DFW,ORD,64,59,0
AA,SAN,DFW,-4,-4,0
AS,LAS,SEA,-2,-3,0
DL,ATL,DCA,-2,-19,0
DL,ATL,SEA,15,22,0
DL,JFK,FLL,-3,2,0
DL,ATL,ORD,-2,-7,0
DL,ATL,HNL,31,34,0
DL,ATL,DAL,-2,-16,0
DL,ATL,TUL,-5,-24,0
DL,ATL,HDN,27,18,0
DL,ATL,DTW,26,20,0
DL,ATL,SFO,-2,-19,0
DL,ATL,ABQ,-4,-26,0
DL,FLL,ATL,-5,-22,0
DL,EYW,ATL,-3,-21,0
DL,ATL,BTR,-5,-24,0
EV,LBB,IAH,-12,-16,0
EV,BPT,DFW,-200,-200,1
EV,BDL,EWR,48,38,0
EV,ORD,CLE,69,55,0
EV,OMA,ATL,89,98,0
EV,GRK,IAH,-2,44,0
F9,MIA,ORD,24,27,0
F9,DEN,MKE,26,27,0
MQ,ORD,COU,125,117,0
MQ,BMI,ORD,58,92,0
MQ,ORD,BIS,82,103,0
MQ,TYS,DFW,8,5,0
MQ,DFW,DRO,-5,-18,0
MQ,FWA,ORD,-200,-200,1
NK,LGA,FLL,5,8,0
OO,LAX,SBP,-6,-11,0
OO,LAX,SMF,-7,-9,0
OO,SFO,BUR,-4,3,0
OO,SFO,ABQ,18,27,0
OO,DEN,LIT,217,211,0
UA,SFO,DEN,0,9,0
EV,MAF,IAH,18,7,0
EV,BRO,IAH,-5,-9,0
EV,CRP,IAH,3,11,0
HA,KOA,HNL,-1,14,0
UA,MCO,ORD,6,6,0
DL,LAS,SLC,29,20,0
HA,HNL,KOA,0,-4,0
OO,BOI,LAX,43,33,0
UA,ORD,MCO,6,-1,0
DL,ATL,SAT,2,-6,0
EV,GSP,EWR,13,5,0
EV,MEM,EWR,56,30,0
EV,ORD,DAY,10,5,0
NK,DTW,TPA,5,8,0
OO,MRY,LAX,-6,-13,0
UA,SFO,ORD,-4,-8,0
UA,SFO,ATL,15,17,0
UA,LAS,EWR,0,-14,0
B6,BDL,TPA,-4,42,0
DL,SLC,MSP,-2,-23,0
DL,ATL,ELP,0,-22,0
EV,CLE,LGA,-200,-200,1
UA,LAX,IAD,8,-7,0
UA,SFO,JFK,5,-1,0
UA,LAX,IAH,4,8,0
UA,SFO,IAH,28,37,0
US,SLC,PHX,-5,-7,0
US,MSP,PHL,-7,-29,0
US,MEM,CLT,23,12,0
US,ORD,PHX,19,-6,0
VX,SEA,LAX,13,10,0
WN,FLL,ALB,3,-18,0
WN,LAS,SJC,1,-10,0
WN,LAX,SFO,11,2,0
WN,MSY,DAL,7,6,0
WN,BHM,MDW,12,5,0
WN,BWI,DAL,17,7,0
WN,DAL,ATL,13,3,0
WN,SAN,MCO,6,9,0
WN,SAN,PHX,36,46,0
WN,MDW,CLT,58,42,0
WN,SMF,MDW,116,110,0
WN,SNA,PHX,-2,-7,0
WN,STL,DEN,26,20,0
WN,TPA,AUS,21,10,0
AA,DFW,HNL,15,-9,0
AA,LGA,DFW,27,22,0
AA,LGA,MIA,-2,3,0
AA,MIA,DFW,25,28,0
AA,LAS,DFW,-5,-1,0
AA,JFK,MIA,3,20,0
AA,DFW,MIA,32,19,0
AA,AUS,ORD,-8,36,0
AS,SEA,SAN,20,35,0
B6,SAV,JFK,13,-1,0
B6,BOS,RDU,0,16,0
B6,BOS,RSW,-6,33,0
AA,DFW,BOS,25,8,0
B6,BOS,FLL,-7,21,0
DL,DEN,JFK,2,-7,0
DL,MSP,DCA,3,-26,0
DL,ATL,MCO,-2,-11,0
DL,ATL,MSY,-4,-19,0
AA,MCO,JFK,10,4,0
B6,LGB,PDX,-6,-11,0
EV,ABQ,IAH,33,22,0
EV,IAH,HOB,0,-11,0
EV,DHN,ATL,-6,6,0
EV,ROA,ATL,-10,-13,0
EV,CMH,EWR,74,60,0
MQ,HOU,DFW,13,14,0
MQ,DFW,HSV,168,168,0
MQ,DFW,VPS,-4,-8,0
MQ,SAF,DFW,-200,-200,1
MQ,DFW,ACT,65,73,0
MQ,DFW,LEX,-2,-13,0
MQ,BNA,ORD,26,58,0
MQ,TYR,DFW,0,2,0
MQ,CVG,DFW,9,10,0
MQ,MLU,DFW,36,30,0
OO,SFO,SUN,39,43,0
OO,ICT,ORD,140,151,0
OO,BOS,ORD,-3,4,0
OO,ORD,SPI,2,-7,0
OO,SFO,SAT,42,48,0
UA,PBI,EWR,2,2,0
UA,SFO,PDX,5,16,0
UA,ORD,DEN,15,11,0
EV,MFE,IAH,-15,-14,0
EV,ATL,MOB,122,123,0
EV,ATL,GSO,-3,34,0
EV,DEN,BNA,-2,-4,0
OO,TUS,SLC,-6,-7,0
DL,SAT,ATL,-1,-14,0
EV,PNS,IAH,-10,-12,0
HA,HNL,LIH,-9,-7,0
EV,EWR,CMH,-1,10,0
EV,LRD,IAH,14,8,0
UA,SFO,AUS,21,34,0
B6,JFK,PWM,-6,-5,0
DL,JFK,TPA,7,12,0
DL,LGA,BOS,-3,-12,0
DL,LGA,ATL,-3,23,0
EV,DTW,EWR,93,118,0
MQ,DCA,JFK,7,-7,0
OO,SLC,DEN,-3,0,0
UA,SFO,SEA,18,25,0
UA,ORD,LGA,82,84,0
UA,SFO,SAN,3,3,0
UA,ORD,SFO,0,-26,0
UA,EWR,PBI,-2,0,0
UA,LGA,ORD,-3,-3,0
UA,LAS,CLE,43,37,0
UA,EWR,LAX,9,-9,0
UA,LAX,ORD,11,6,0
US,SFO,PHL,-1,-1,0
US,ORF,CLT,1,19,0
US,PHX,CLT,-1,6,0
US,MSY,CLT,22,4,0
US,LGA,BOS,-3,-18,0
US,BOS,LGA,-1,40,0
US,LGA,DCA,26,37,0
WN,HOU,DAL,-3,-2,0
WN,HOU,DEN,-4,3,0
WN,IND,TPA,56,58,0
WN,LAX,DAL,38,53,0
WN,MSP,DEN,21,3,0
WN,OAK,SEA,0,-6,0
WN,BWI,FNT,-2,0,0
WN,BWI,MCO,-2,-1,0
WN,DAL,HOU,18,5,0
WN,DCA,DAL,-7,-26,0
WN,DCA,RSW,5,8,0
WN,PDX,OAK,-1,-9,0
WN,PHL,ATL,-1,8,0
WN,SDF,MDW,3,5,0
AA,JFK,LAX,-6,-1,0
AA,LAS,MIA,11,23,0
AA,DFW,LGA,-2,-20,0
AA,SEA,DFW,3,4,0
AA,OMA,DFW,-1,22,0
AA,MIA,DEN,5,17,0
AA,SNA,DFW,19,50,0
AA,DCA,DFW,-4,-16,0
AA,ORD,DFW,149,163,0
AA,DFW,SAT,45,46,0
AS,SEA,SMF,12,12,0
AS,BUR,SEA,-3,-4,0
AA,DFW,BNA,6,1,0
AS,WRG,PSG,-7,-16,0
B6,LAX,JFK,21,16,0
DL,JFK,SLC,2,9,0
DL,EWR,DTW,5,-11,0
DL,PBI,ATL,4,-1,0
DL,LGA,DTW,-1,3,0
DL,BZN,MSP,-1,-26,0
DL,LGA,FLL,-4,-32,0
DL,BOS,LGA,-5,2,0
DL,ATL,PIT,-1,-17,0
DL,SLC,RNO,10,8,0
DL,BOS,ATL,3,-1,0
DL,ATL,PBI,-4,-11,0
DL,ATL,DFW,2,-15,0
DL,LGA,MIA,-3,9,0
DL,MIA,LGA,26,19,0
DL,ATL,JAX,-1,-2,0
DL,RDU,ATL,-2,-18,0
DL,HSV,ATL,-3,-17,0
DL,ATL,LAS,-4,15,0
DL,DCA,ATL,-4,-16,0
EV,DFW,BRO,31,37,0
EV,TUL,IAH,4,-11,0
EV,LGA,CLE,-8,-1,0
EV,AUS,IAH,-7,-6,0
MQ,DFW,CRP,0,7,0
MQ,ORD,SDF,63,61,0
MQ,ORD,MHK,91,160,0
MQ,MAF,DFW,76,72,0
MQ,DFW,GRK,2,-6,0
MQ,LRD,DFW,9,2,0
MQ,CMH,LGA,26,29,0
OO,TUS,LAX,29,12,0
OO,SLC,BIL,22,13,0
OO,SLC,GTF,61,55,0
OO,MCI,ORD,-3,-2,0
OO,SLC,LWS,-2,1,0
OO,SLC,JAC,-3,-1,0
OO,SLC,MFR,-3,-3,0
OO,RAP,SLC,-7,-11,0
OO,SAN,LAX,-200,-200,1
OO,PHX,YUM,-5,-11,0
OO,SLC,VEL,-2,-16,0
DL,ATL,RSW,-5,-19,0
EV,MDW,MSP,-4,-8,0
OO,SLC,PSP,-1,-10,0
OO,SLC,HLN,-1,-7,0
DL,ATL,PNS,0,4,0
DL,ATL,LIT,-4,-13,0
EV,JAX,ORD,5,6,0
UA,IAH,MIA,31,21,0
DL,ATL,PHX,-2,-28,0
NK,ORD,LAX,169,148,0
UA,SAT,IAH,4,12,0
B6,BTV,JFK,-9,-15,0
EV,DEN,LBB,26,18,0
OO,IAH,JAC,163,178,0
UA,SFO,LAX,3,-1,0
UA,DEN,JAC,15,38,0
UA,DEN,BIL,52,52,0
US,CLT,EWR,-3,-13,0
US,BOS,CLT,1,28,0
WN,MDW,MCI,-3,3,0
WN,MSY,HOU,16,12,0
WN,AUS,DAL,-5,-6,0
WN,BOS,MDW,9,2,0
WN,BWI,BUF,-7,-8,0
WN,CLE,BWI,51,37,0
WN,DAL,AUS,7,11,0
WN,DAL,ELP,7,-7,0
WN,ONT,SJC,0,-3,0
WN,PDX,LAS,3,2,0
WN,PHL,MCO,-5,-11,0
WN,MCO,BHM,-1,-8,0
WN,MDW,CLE,-2,-5,0
WN,SMF,LAS,4,4,0
WN,SMF,LAX,24,17,0
WN,SNA,OAK,-5,-8,0
WN,TUS,SAN,-4,-8,0
AA,DFW,MCO,31,22,0
AA,LAX,OGG,26,14,0
AA,DFW,CLT,-2,-19,0
AA,MCI,DFW,99,97,0
AA,AUS,DFW,-200,-200,1
AA,DTW,PHX,6,14,0
AA,MIA,SJU,1,5,0
AS,SAN,HNL,-2,-12,0
B6,BOS,MCO,-2,10,0
B6,PBI,DCA,3,-5,0
B6,MCO,SJU,113,116,0
DL,ATL,IAD,19,4,0
DL,FLL,LGA,26,8,0
DL,ATL,ECP,-4,-5,0
DL,MSP,PHX,-3,-24,0
DL,LAX,HNL,2,2,0
DL,PHX,DTW,-6,-5,0
DL,ATL,TUS,-2,-24,0
EV,ORD,CLT,47,34,0
EV,RDU,LGA,47,51,0
EV,PVD,DTW,6,1,0
EV,PHF,ATL,-3,-1,0
EV,ATL,TLH,204,191,0
EV,LGA,CLE,-8,18,0
F9,ATL,ORD,-200,-200,1
MQ,MGM,DFW,0,21,0
MQ,DFW,CVG,9,13,0
MQ,DFW,JAN,16,18,0
MQ,AMA,DFW,29,25,0
MQ,DFW,LFT,-2,1,0
MQ,DSM,ORD,77,96,0
OO,FAT,LAX,-6,-4,0
OO,SLC,IDA,-3,-5,0
OO,DEN,GCC,40,47,0
OO,DEN,SJC,8,-6,0
OO,DEN,COS,80,73,0
OO,DEN,CPR,81,85,0
OO,PHX,BFL,-2,2,0
UA,DEN,IAD,41,26,0
DL,ATL,BNA,-1,-22,0
EV,VLD,ATL,0,-3,0
OO,SLC,FAT,-6,1,0
DL,ATL,OMA,-1,-8,0
EV,COS,DEN,8,5,0
NK,ORD,DEN,74,92,0
OO,SLC,PIH,-2,-1,0
OO,SLC,PSC,1,1,0
OO,DEN,FAT,14,-3,0
UA,SEA,SFO,7,2,0
UA,DEN,EWR,19,3,0
B6,BQN,JFK,4,0,0
EV,ATL,BQK,-1,-3,0
EV,CLT,IAH,-5,7,0
NK,LAS,PHL,5,-1,0
UA,TPA,ORD,0,1,0
UA,SAN,ORD,3,-1,0
OO,DEN,SUN,34,36,0
OO,RNO,SFO,1,-5,0
OO,SLC,CPR,0,-12,0
UA,LAX,SFO,-2,-25,0
UA,SFO,BOS,-4,-27,0
US,PHX,SLC,-3,-4,0
US,PHX,LAS,18,12,0
US,DFW,PHL,-2,-16,0
VX,SFO,LAX,-4,-9,0
WN,ATL,DCA,8,-5,0
WN,LAS,BUR,-3,-11,0
WN,MKE,LGA,-200,-200,1
WN,OAK,SLC,4,1,0
WN,BUR,SMF,27,18,0
WN,PBI,BWI,-1,-18,0
WN,PHX,BNA,6,12,0
WN,PHX,EWR,9,26,0
WN,LAX,SMF,21,9,0
WN,MCO,DAY,6,2,0
WN,TPA,BDL,23,19,0
AA,DFW,HDN,1,11,0
AA,ORD,SEA,54,89,0
AS,SEA,LAX,17,17,0
AS,ANC,BET,-8,-16,0
AS,SEA,JNU,1,1,0
B6,EWR,PBI,-2,18,0
DL,JFK,MCO,1,10,0
DL,ATL,PHL,1,-9,0
DL,SAN,ATL,-3,4,0
DL,ATL,DEN,-4,-17,0
DL,ATL,MIA,-2,-9,0
DL,ATL,BWI,18,1,0
EV,DFW,SHV,76,73,0
EV,LGA,MCI,190,189,0
EV,AEX,ATL,19,10,0
MQ,ROW,DFW,231,236,0
MQ,RIC,ORD,24,80,0
MQ,SDF,LGA,19,45,0
NK,MCO,DTW,73,96,0
NK,MSY,DTW,42,49,0
OO,FSD,MSP,-2,11,0
OO,FAR,MSP,-10,-14,0
OO,DEN,SGU,21,9,0
OO,LGB,SEA,31,28,0
HA,LIH,OGG,-1,-3,0
OO,DEN,BFL,28,22,0
MQ,MSN,DFW,30,12,0
MQ,JFK,DCA,-3,-6,0
OO,DEN,HYS,10,-1,0
OO,DEN,EUG,78,62,0
OO,CLD,LAX,-3,12,0
OO,DEN,BUR,17,-2,0
OO,PHX,SBA,-8,-14,0
OO,CNY,SLC,-12,-18,0
UA,LAX,DEN,13,23,0
DL,SLC,BOI,7,5,0
DL,CLE,ATL,0,-19,0
EV,ATW,ORD,81,87,0
OO,PSP,SFO,232,214,0
UA,TPA,EWR,24,16,0
DL,MSP,MCO,-5,-21,0
